As Of Date,Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
11/25/2023,202006547,960876,Substantiated (Command Discipline B),Substantiated (Command Discipline B),03/28/2022,No,,,,,,No penalty
11/25/2023,202002782,966145,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: SOL Expired in APU,07/26/2023,
11/25/2023,202101735,953057,Substantiated (Command Discipline A),Substantiated (Command Discipline A),12/28/2022,No,,,,,,Command Discipline - A (Vacation: 5 days)
11/25/2023,200809274,939311,Substantiated (Charges),,01/28/2010,No,,,,,,Instructions
11/25/2023,200812179,928369,Substantiated (Command Discipline),,01/28/2010,No,,,,,,Command Discipline - B
11/25/2023,201004345,921751,Substantiated (Charges),,03/28/2011,No,,,,,,Command Discipline - B
11/25/2023,202005783,903181,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,Forfeit vacation 10 days,Closed: Resolved by plea,10/19/2023,Forfeit vacation 10 days / Command Discipline B
11/25/2023,200401875,919057,Substantiated (Charges),,11/28/2006,No,,,,,,
11/25/2023,201605625,938833,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Formalized Training
11/25/2023,201606983,916969,Substantiated (Command Discipline A),,09/28/2019,No,,,,,,Vacation: 1 day
11/25/2023,201607047,931819,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
11/25/2023,200400963,897971,Substantiated (Charges),,02/28/2005,No,,,,,,Command Discipline - A
11/25/2023,201311965,946385,Substantiated (Command Discipline),,06/28/2015,No,,,,,,Command Discipline - B
11/25/2023,200917429,942450,Substantiated (Charges),,11/28/2014,No,,,,,,Suspension: 99 days / Probation:
11/25/2023,201606975,946459,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Command Level Instructions
11/25/2023,202101099,966969,Substantiated (Charges),Substantiated (Charges),,No,,,,,,
11/25/2023,201708778,936208,Substantiated (Command Discipline A),,,No,,,,,,
11/25/2023,201908981,953546,Substantiated (Command Lvl Instructions),,10/28/2020,No,,,,,,Instructions
11/25/2023,200601128,932400,Substantiated (Charges),,03/28/2007,No,,,,,,No penalty
11/25/2023,202201472,958389,Substantiated (Formalized Training),Substantiated (Formalized Training),09/28/2023,No,,,,,,Formalized Training
11/25/2023,201904673,946939,Substantiated (Command Lvl Instructions),,08/28/2020,No,,,,,,Instructions
11/25/2023,201114385,948024,Substantiated (Command Discipline),,02/28/2013,No,,,,,,No penalty
11/25/2023,200305736,929388,Substantiated (Charges),,10/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200903567,896558,Substantiated (No Recommendations),,03/28/2011,No,,,,,,Vacation: 30 days
11/25/2023,200912984,944754,Substantiated (Charges),,03/28/2011,No,,,,,,No penalty
11/25/2023,201406696,950174,Substantiated (Command Discipline),,12/28/2015,No,,,,,,
11/25/2023,200303525,924661,Substantiated (Charges),,08/28/2006,No,,,,,,No penalty
11/25/2023,202107090,968855,Substantiated (Formalized Training),Substantiated (Formalized Training),06/28/2023,No,,,,,,Formalized Training
11/25/2023,200804802,942874,Substantiated (Command Discipline),,09/28/2009,No,,,,,,Instructions
11/25/2023,200807471,941024,Substantiated (Charges),,11/28/2009,No,,,,,,Command Discipline - B
11/25/2023,201404164,949796,Substantiated (Formalized Training),,10/28/2015,No,,,,,,Command Level Instructions
11/25/2023,201909742,918874,Substantiated (Command Discipline A),Substantiated (Command Discipline A),01/28/2022,No,,,,,,No penalty
11/25/2023,201805989,944536,Substantiated (Command Discipline B),,01/28/2020,No,,,,,,Command Discipline - B
11/25/2023,202102419,933322,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/28/2022,No,,,,,,Command Discipline - B (Vacation: 5 days)
11/25/2023,202106307,947521,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201111236,933028,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
11/25/2023,201310644,934070,Substantiated (Charges),,,Yes,Forfeit vacation 30 days,Forfeit vacation 3 days,,Closed: Guilty after trial,04/15/2016,Forfeit vacation 3 days
11/25/2023,201202525,939852,Substantiated (Charges),,06/28/2013,No,,,,,,Instructions
11/25/2023,201209046,925220,Substantiated (Instructions),,09/28/2013,No,,,,,,Instructions
11/25/2023,200307435,901196,Substantiated (Charges),,10/28/2005,No,,,,,,Vacation: 10 days / Instructions
11/25/2023,200300266,925908,Substantiated (Command Discipline),,07/28/2004,No,,,,,,Command Discipline - A
11/25/2023,202106429,969133,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201202642,950571,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,11/26/2014,
11/25/2023,201305005,933270,Substantiated (Charges),,,Yes,,,Forfeit vacation 5 days,Closed: Resolved by plea,02/18/2016,Forfeit vacation 5 days
11/25/2023,201406762,949991,Substantiated (Formalized Training),,01/28/2016,No,,,,,,Formalized Training
11/25/2023,200814161,903330,Substantiated (Charges),,03/28/2010,No,,,,,,Instructions
11/25/2023,201710160,958131,Substantiated (Command Discipline B),,05/28/2019,No,,,,,,Formalized Training
11/25/2023,201304664,949912,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,Forfeit vacation 5 days,,Closed: Guilty after trial,09/02/2015,Forfeit vacation 5 days
11/25/2023,201808305,963156,Substantiated (Command Lvl Instructions),,08/28/2019,No,,,,,,Command Level Instructions
11/25/2023,200207762,911340,Substantiated (Command Discipline),,05/28/2004,No,,,,,,Retired
11/25/2023,202200114,966250,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,Command Discipline - A
11/25/2023,201510324,949424,Substantiated (Command Discipline A),,,No,,,,,,
11/25/2023,201112726,947943,Substantiated (Charges),,03/28/2013,No,,,,,,Instructions
11/25/2023,202205991,936047,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
11/25/2023,200403251,905094,Substantiated (Charges),,03/28/2005,No,,,,,,Instructions
11/25/2023,200901627,925306,Substantiated (Charges),,07/28/2010,No,,,,,,Command Discipline - B
11/25/2023,200914103,932940,Substantiated (Charges),,03/28/2011,No,,,,,,Command Discipline - B
11/25/2023,201101753,935150,Substantiated (Command Discipline),,08/28/2012,No,,,,,,Instructions
11/25/2023,200504190,905151,Substantiated (Charges),,09/28/2006,No,,,,,,Instructions
11/25/2023,201303479,951369,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",06/05/2014,Formalized Training
11/25/2023,202107869,966739,Substantiated (Command Discipline A),Substantiated (Command Discipline B),05/28/2023,No,,,,,,No penalty
11/25/2023,201214685,951581,Substantiated (Charges),,,Yes,,,Instructions,"Closed: Plea set aside, Formalized Training",04/14/2016,Formalized Training
11/25/2023,202003854,949652,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201412788,926549,Substantiated (Formalized Training),,03/28/2016,No,,,,,,Formalized Training
11/25/2023,200801175,933145,Substantiated (Charges),,07/28/2009,No,,,,,,Command Discipline - B
11/25/2023,202003791,967387,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Charges not served,03/11/2023,
11/25/2023,202006216,968795,Substantiated (Formalized Training),Substantiated (Formalized Training),01/28/2023,No,,,,,,Formalized Training
11/25/2023,202101815,956415,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202101545,969149,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201504469,943044,Substantiated (Charges),,,Yes,Dismissal Probation,Forfeit vacation 10 days,,Closed: Guilty after trial,10/25/2017,Forfeit vacation 10 days
11/25/2023,200800947,941148,Substantiated (Charges),,07/28/2009,No,,,,,,Command Discipline - B
11/25/2023,201803353,950003,Substantiated (Command Discipline A),,10/28/2019,No,,,,,,No penalty
11/25/2023,200304974,926444,Substantiated (Charges),,07/28/2004,No,,,,,,Command Discipline - A
11/25/2023,201901679,961318,Substantiated (Command Lvl Instructions),,05/28/2020,No,,,,,,Instructions
11/25/2023,200405612,915175,Substantiated (Charges),,07/28/2005,No,,,,,,Command Discipline - A
11/25/2023,201409312,945552,Substantiated (Charges),,,Yes,,,Forfeit vacation 1 days,Closed: Resolved by plea,09/13/2016,Forfeit vacation 1 days
11/25/2023,200510629,915056,Substantiated (Charges),,03/28/2007,No,,,,,,
11/25/2023,200302547,919243,Substantiated (Charges),,06/28/2004,No,,,,,,Command Discipline - A
11/25/2023,202204825,953058,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,202101557,959205,Substantiated (Command Discipline A),Substantiated (Command Discipline B),02/28/2023,No,,,,,,No penalty
11/25/2023,201800734,936692,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 3 days,,Closed: Guilty after trial,07/01/2020,Forfeit vacation 3 days
11/25/2023,202102148,952575,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202200221,971722,Substantiated (Formalized Training),Substantiated (Formalized Training),06/28/2023,No,,,,,,Formalized Training
11/25/2023,202203515,891057,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202101174,965267,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201802614,948015,Substantiated (Command Discipline A),,09/28/2019,No,,,,,,Formalized Training
11/25/2023,201600021,952041,Substantiated (Formalized Training),,11/28/2016,No,,,,,,Formalized Training
11/25/2023,200403608,903453,Substantiated (Charges),,07/28/2005,No,,,,,,Instructions
11/25/2023,201901603,926130,Substantiated (Command Lvl Instructions),,08/28/2020,No,,,,,,Instructions
11/25/2023,201708303,940091,Substantiated (Command Discipline B),,09/28/2018,No,,,,,,Command Discipline - A
11/25/2023,201408836,920064,Substantiated (Charges),,,Yes,,,Forfeit vacation 8 days,Closed: Resolved by plea,10/24/2017,Forfeit vacation 5 days
11/25/2023,200506155,900337,Substantiated (Charges),,05/28/2006,No,,,,,,Instructions
11/25/2023,201907968,957966,Substantiated (Command Lvl Instructions),,06/28/2021,No,,,,,,Formalized Training
11/25/2023,201602029,951382,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Formalized Training
11/25/2023,200302892,916848,Substantiated (Instructions),,10/28/2004,No,,,,,,Instructions
11/25/2023,202103326,949998,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201000960,901755,Substantiated (Instructions),,07/28/2011,No,,,,,,Instructions
11/25/2023,200309265,886188,Substantiated (Charges),,04/28/2005,No,,,,,,Retired
11/25/2023,202203080,951815,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: SOL Expired prior to APU,08/01/2023,
11/25/2023,201906425,937070,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202106081,956863,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200300902,919379,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
11/25/2023,200200292,897329,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
11/25/2023,200004614,889408,Substantiated (Charges),,,No,,,,,,
11/25/2023,201804731,941348,Substantiated (Command Discipline A),,11/28/2019,No,,,,,,Command Discipline - A
11/25/2023,201604526,898020,Substantiated (Formalized Training),,11/28/2017,No,,,,,,No penalty
11/25/2023,201904401,964417,Substantiated (Command Lvl Instructions),,09/28/2020,No,,,,,,Instructions
11/25/2023,202107559,943025,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2023,No,,,,,,Command Discipline - A (Vacation: 1 day)
11/25/2023,202205254,967471,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,201803048,949582,Substantiated (Command Lvl Instructions),,10/28/2019,No,,,,,,Instructions
11/25/2023,201803080,898663,Substantiated (Formalized Training),,05/28/2019,No,,,,,,Formalized Training
11/25/2023,200808337,941678,Substantiated (Instructions),,10/28/2009,No,,,,,,No penalty
11/25/2023,202003938,955961,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
11/25/2023,201508105,939325,Substantiated (Command Discipline A),,02/28/2017,No,,,,,,Command Discipline - A
11/25/2023,202105350,965634,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: SOL Expired prior to APU,08/22/2023,
11/25/2023,201807936,960635,Substantiated (Formalized Training),,03/28/2020,No,,,,,,Formalized Training
11/25/2023,202004183,955377,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Retained, with discipline",05/02/2022,Forfeit vacation 10 days
11/25/2023,202006325,963075,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Closed: Charges not served,04/22/2023,
11/25/2023,202104907,945915,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202206041,971622,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,No,,,,,,
11/25/2023,200303453,902577,Substantiated (Charges),,06/28/2004,No,,,,,,Command Discipline - A
11/25/2023,201509727,946745,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
11/25/2023,200301707,925221,Substantiated (Charges),,01/28/2005,No,,,,,,No penalty
11/25/2023,201706063,930271,Substantiated (Charges),,,Yes,Suspension 7 days,,,Closed: Not guilty after trial,03/31/2020,
11/25/2023,201506572,938954,Substantiated (Formalized Training),,07/28/2016,No,,,,,,Formalized Training
11/25/2023,201001779,933645,Substantiated (Command Discipline),,08/28/2011,No,,,,,,Instructions
11/25/2023,201801928,946932,Substantiated (Formalized Training),,08/28/2019,No,,,,,,Formalized Training
11/25/2023,200503906,915572,Substantiated (Charges),,04/28/2008,No,,,,,,Command Discipline - A
11/25/2023,202202367,968667,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202003003,929442,Substantiated (Formalized Training),,04/28/2021,No,,,,,,Instructions
11/25/2023,201601900,944754,Substantiated (Command Discipline B),,08/28/2017,No,,,,,,Command Discipline - A
11/25/2023,201409247,941937,Substantiated (Charges),,,Yes,,,,"Closed: Previously adjudicated, without discipline",10/30/2018,
11/25/2023,201911054,962402,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201401361,917341,Substantiated (Command Discipline A),,08/28/2015,No,,,,,,Command Discipline - A
11/25/2023,202006659,956247,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,202103900,953394,Substantiated (Command Discipline A),Substantiated (Command Discipline A),12/28/2022,No,,,,,,Command Discipline - A
11/25/2023,200508088,924078,Substantiated (Charges),,07/28/2008,No,,,,,,
11/25/2023,201404787,904015,Substantiated (Command Discipline B),,11/28/2015,No,,,,,,Command Discipline - A
11/25/2023,200900336,941483,Substantiated (Charges),,07/28/2010,No,,,,,,No penalty
11/25/2023,200407307,927917,Substantiated (Charges),,08/28/2005,No,,,,,,Instructions
11/25/2023,201405153,953167,Substantiated (Command Discipline A),,11/28/2015,No,,,,,,Formalized Training
11/25/2023,202100314,962709,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202000492,965125,Substantiated (Formalized Training),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
11/25/2023,201908401,964489,Substantiated (Command Discipline A),,03/28/2021,No,,,,,,Command Discipline - A
11/25/2023,200717220,918802,Substantiated (Charges),,05/28/2009,No,,,,,,Instructions
11/25/2023,201905210,943112,Substantiated (Formalized Training),,07/28/2020,No,,,,,,Formalized Training
11/25/2023,200400855,905938,Substantiated (Charges),,09/28/2005,No,,,,,,Vacation: 20 days
11/25/2023,201807994,960059,Substantiated (Command Lvl Instructions),,,No,,,,,,
11/25/2023,200511525,907356,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
11/25/2023,200612563,931327,Substantiated (Charges),,02/28/2008,No,,,,,,
11/25/2023,201600660,935419,Substantiated (Command Discipline B),,05/28/2017,No,,,,,,Command Discipline - A
11/25/2023,201202777,948895,Substantiated (Command Discipline),,07/28/2013,No,,,,,,Command Discipline - B
11/25/2023,201202218,930170,Substantiated (Charges),,07/28/2013,No,,,,,,Instructions
11/25/2023,201703370,944576,Substantiated (Command Lvl Instructions),,10/28/2018,No,,,,,,Instructions
11/25/2023,201901432,963723,Substantiated (Command Discipline A),,08/28/2020,No,,,,,,Command Discipline - A
11/25/2023,201805676,955139,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",01/17/2020,Command Discipline A
11/25/2023,201412603,937011,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,12/22/2016,
11/25/2023,201102448,949294,Substantiated (Charges),,08/28/2012,No,,,,,,Resigned
11/25/2023,202203603,966991,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
11/25/2023,201013994,948175,Substantiated (Charges),,04/28/2012,No,,,,,,No penalty
11/25/2023,200103249,888958,Substantiated (Charges),,05/28/2003,No,,,,,,
11/25/2023,202207912,969316,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,201600652,933731,Substantiated (Command Discipline A),,,No,,,,,,
11/25/2023,201801142,960543,Substantiated (Formalized Training),,03/28/2019,No,,,,,,Instructions
11/25/2023,201709884,939796,Substantiated (Command Lvl Instructions),,02/28/2019,No,,,,,,Instructions
11/25/2023,201112840,911121,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
11/25/2023,200201530,882841,Substantiated (Charges),,04/28/2003,No,,,,,,
11/25/2023,201804253,960864,Substantiated (Command Lvl Instructions),,10/28/2019,No,,,,,,Instructions
11/25/2023,201509988,932547,Substantiated (Command Discipline B),,05/28/2017,No,,,,,,Command Discipline - A
11/25/2023,200100793,913411,Substantiated (Charges),,,No,,,,,,
11/25/2023,201806754,943544,Substantiated (Command Discipline A),,12/28/2019,No,,,,,,Command Discipline - A
11/25/2023,200401075,923540,Substantiated (Charges),,11/28/2006,No,,,,,,
11/25/2023,200205713,922716,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
11/25/2023,200203968,895863,Substantiated (Charges),,10/28/2003,No,,,,,,Command Discipline - B
11/25/2023,201102161,936968,Substantiated (Command Discipline),,08/28/2012,No,,,,,,Instructions
11/25/2023,201601547,949216,Substantiated (Command Discipline A),,08/28/2017,No,,,,,,Formalized Training
11/25/2023,202104200,960806,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/28/2022,No,,,,,,Command Discipline - B
11/25/2023,201107410,930576,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
11/25/2023,200616823,906107,Substantiated (Instructions),,06/28/2008,No,,,,,,Instructions
11/25/2023,201502116,933908,Substantiated (Formalized Training),,03/28/2016,No,,,,,,Formalized Training
11/25/2023,201603474,949868,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Formalized Training
11/25/2023,202107296,965264,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,10/02/2023,Forfeit vacation 3 days
11/25/2023,200408916,889474,Substantiated (Command Discipline),,01/28/2006,No,,,,,,Instructions
11/25/2023,201609390,884330,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
11/25/2023,201509282,944874,Substantiated (Charges),,,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201212778,923491,Substantiated (Charges),,,Yes,,,Instructions,"Closed: Plea set aside, Formalized Training",04/14/2016,Formalized Training
11/25/2023,200901903,935924,Substantiated (Charges),,01/28/2012,No,,,,,,Vacation: 5 days
11/25/2023,200508693,922317,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
11/25/2023,200512246,881479,Substantiated (Charges),,05/28/2008,No,,,,,,
11/25/2023,200307588,895597,Substantiated (Charges),,12/28/2004,No,,,,,,Command Discipline - A
11/25/2023,201706636,947425,Substantiated (Command Lvl Instructions),,02/28/2019,No,,,,,,No penalty
11/25/2023,201906851,953050,Substantiated (Command Discipline B),,03/28/2021,No,,,,,,Closed Administratively (No penalty reported)
11/25/2023,201208448,921442,Substantiated (Command Discipline),,06/28/2014,No,,,,,,
11/25/2023,201910993,955988,Substantiated (Command Discipline A),Substantiated (Command Discipline A),02/28/2022,No,,,,,,No penalty
11/25/2023,200004614,888313,Substantiated (Charges),,,No,,,,,,
11/25/2023,201909838,960083,Substantiated (Command Discipline A),Substantiated (Command Discipline A),12/28/2021,No,,,,,,Command Discipline - A
11/25/2023,200208100,927307,Substantiated (Charges),,04/28/2004,No,,,,,,Command Discipline - A
11/25/2023,201907695,955191,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2021,No,,,,,,Command Discipline - A
11/25/2023,200305931,927943,Substantiated (Command Discipline),,10/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200308545,890694,Substantiated (Charges),,03/28/2006,No,,,,,,No penalty
11/25/2023,202104880,952511,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,201106739,941208,Substantiated (No Recommendations),,11/28/2012,No,,,,,,Instructions
11/25/2023,201206961,941118,Substantiated (Charges),,10/28/2013,No,,,,,,Instructions
11/25/2023,202002344,967324,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,Yes,,,Formalized Training,Closed: Resolved by plea,10/02/2023,Formalized Training
11/25/2023,202102705,937374,Substantiated (Formalized Training),Substantiated (Formalized Training),01/28/2023,No,,,,,,Formalized Training
11/25/2023,200708090,931624,Substantiated (Charges),,11/28/2008,No,,,,,,No penalty
11/25/2023,201600455,945355,Substantiated (Command Discipline A),,02/28/2017,No,,,,,,Formalized Training
11/25/2023,202105120,935642,Substantiated (Formalized Training),Substantiated (Formalized Training),02/28/2023,No,,,,,,Formalized Training
11/25/2023,201306235,935733,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,09/21/2015,
11/25/2023,200405593,876369,Substantiated (Charges),,05/28/2005,No,,,,,,Instructions
11/25/2023,201900182,938022,Substantiated (Command Discipline A),,06/28/2020,No,,,,,,Command Discipline - A
11/25/2023,202101469,967263,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,No penalty
11/25/2023,201904870,962864,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202106242,966656,Substantiated (Command Discipline B),Substantiated (Command Discipline B),04/28/2023,No,,,,,,Resigned
11/25/2023,201507072,955377,Substantiated (Command Discipline B),,02/28/2017,No,,,,,,Formalized Training
11/25/2023,202200539,952040,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202003687,963764,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A
11/25/2023,200918924,938814,Substantiated (Command Discipline),,05/28/2011,No,,,,,,Instructions
11/25/2023,201113557,898885,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
11/25/2023,200309120,910692,Substantiated (Charges),,03/28/2005,No,,,,,,Instructions
11/25/2023,202006517,949938,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
11/25/2023,200603066,913607,Substantiated (Command Discipline),,09/28/2007,No,,,,,,No penalty
11/25/2023,202201964,963410,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,Command Discipline - A
11/25/2023,200502157,922148,Substantiated (Command Discipline),,10/28/2005,No,,,,,,Instructions
11/25/2023,201510852,949467,Substantiated (Command Discipline A),,06/28/2017,No,,,,,,Command Discipline - A
11/25/2023,202201283,966101,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2023,No,,,,,,Command Discipline - A (Vacation: 1 day)
11/25/2023,202200784,948597,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,201408246,949225,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,Forfeit vacation 5 days,,Closed: Guilty after trial,10/14/2016,Forfeit vacation 5 days
11/25/2023,201302279,938632,Substantiated (Charges),,,Yes,,,,"Closed: Retained, without discipline",09/05/2014,No penalty
11/25/2023,200711818,929805,Substantiated (Instructions),,02/28/2009,No,,,,,,Instructions
11/25/2023,201607788,898737,Substantiated (Charges),,,Yes,Dismissal Probation 30 days,Dismissal Probation 30 days,,Closed: Guilty after trial,06/13/2019,Dismissal Probation 30 days
11/25/2023,201308688,917334,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",08/26/2014,Formalized Training
11/25/2023,200201058,891329,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - A
11/25/2023,200608587,924120,Substantiated (Instructions),,12/28/2007,No,,,,,,Command Discipline - B
11/25/2023,200103501,903483,Substantiated (Command Discipline),,02/28/2006,No,,,,,,Instructions
11/25/2023,200302168,929947,Substantiated (Command Discipline),,07/28/2004,No,,,,,,Instructions
11/25/2023,200203242,921249,Substantiated (Command Discipline),,11/28/2003,No,,,,,,Command Discipline - A
11/25/2023,200302926,907357,Substantiated (Charges),,05/28/2004,No,,,,,,Vacation: 9 days
11/25/2023,201909948,950241,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,Forfeit vacation 6 days,"Closed: Plea set aside, Without discipline",02/15/2023,Dismissed
11/25/2023,201703942,952044,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,,,Closed: Not guilty after trial,11/20/2019,
11/25/2023,200913905,927097,Substantiated (Instructions),,03/28/2011,No,,,,,,Instructions
11/25/2023,200304016,923178,Substantiated (Command Discipline),,07/28/2004,No,,,,,,Instructions
11/25/2023,200300773,921680,Substantiated (Charges),,11/28/2004,No,,,,,,Command Discipline - A
11/25/2023,201108723,941533,Substantiated (Instructions),,01/28/2013,No,,,,,,Instructions
11/25/2023,202001407,963521,Substantiated (Command Discipline A),Substantiated (Command Discipline A),03/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201909593,933067,Substantiated (Command Discipline A),,06/28/2021,No,,,,,,Command Discipline - B
11/25/2023,200700641,928692,Substantiated (Charges),,07/28/2008,No,,,,,,No penalty
11/25/2023,200608169,936826,Substantiated (Charges),,12/28/2007,No,,,,,,Command Discipline - A
11/25/2023,201212315,897181,Substantiated (Charges),,,Yes,,,Forfeit vacation 2 days,Closed: Resolved by plea,05/01/2015,Forfeit vacation 2 days
11/25/2023,201306088,939768,Substantiated (Command Discipline),,02/28/2016,No,,,,,,No penalty
11/25/2023,202102981,963996,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/28/2022,No,,,,,,No penalty
11/25/2023,201900785,950549,Substantiated (Formalized Training),,06/28/2020,No,,,,,,Formalized Training
11/25/2023,201503214,903805,Substantiated (Formalized Training),,07/28/2016,No,,,,,,Instructions
11/25/2023,201108063,948213,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
11/25/2023,200902745,917086,Substantiated (Charges),,08/28/2010,No,,,,,,
11/25/2023,200200468,922646,Substantiated (Command Discipline),,02/28/2003,No,,,,,,Command Discipline - B
11/25/2023,201901453,939991,Substantiated (Command Lvl Instructions),,06/28/2020,No,,,,,,Instructions
11/25/2023,201010882,939910,Substantiated (Command Discipline),,01/28/2012,No,,,,,,Instructions
11/25/2023,200715114,937367,Substantiated (Charges),,04/28/2009,No,,,,,,No penalty
